medcod;mefcod;mednom;medpres;medcnc;medtip;medpet;medff;medest;medestvta;medfactper;medtranac;medtraloc;medcomp;medps;medcs;medhi;medact;medindvcto;prdpreadq;prdpredist;prdpreope;prdindact;prdstkmin;prdstkmax;prdptorep;prdsit;prdadi;prdfechult;medregsan;preadq_do;predis_do;preope_do;prdtipomed;mednomabr;mednarcot;mnarcot;tiponc;fecultprec;codigo_sig;fechavrs;prdstkprom
04847;;MISOPROSTOL;;200 µg;M;P;TABLETA;_;;;;;;_;_;_;1;S;1.296;1.458000;1.620000;;0;0;0;1;N;1/09/2019;;0;0;0;X;;;;;31/05/2019;583800400001;;0
04850;;MITOMICINA;2 mL;2 mg;M;P;INYECTABLE;S;1;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582600710006;;0
04853;;MITOMICINA;;20 mg;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582600710005;;0
04854;;MITOMICINA;;5 mg;M;_;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;582600710003;;0
04856;;MITOXANTRONA (COMO DICLORHIDRATO);10 mL;20 mg/10 mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582600260002;;0
04894;;MONONITRATO DE ISOSORBIDA;;20 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;583000220001;;0
04900;;MORFINA (CLORHIDRATO);1 mL;10 mg;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;X;;E;;;27/04/2019;586900010009;;
04901;;MORFINA (CLORHIDRATO);1 mL;20 mg;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;X;;E;;;27/04/2019;586900010010;;
04905;;MORFINA SULFATO;;30 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;;;;;;;;1;N;16/08/2019;;;;;X;;E;;;;586900010015;;
04910;;MOXIFLOXACINO (COMO CLORHIDRATO);;400 mg;M;P;TABLETA;E;;;;;;_;_;_;1;S;3.2;3.200000;3.200000;;;;;1;N;1/07/2020;;0;0;0;X;;;;;10/05/2018;581400050001;;
04922;;MUPIROCINA (COMO SAL CALCICA);15 g;2 g/100 g (2 %);M;P;CREMA;_;;;;;;_;_;_;1;S;11.32;12.730000;13.000000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;;583300520002;;
04923;;MUPIROCINA;20 g;2 g/100 g;M;P;CREMA;_;;;;;;_;_;_;1;S;10.51;;;;;;;1;N;31/10/2023;;0;0;0;X;;;;;31/10/2023;583300520004;;
04948;;NAFAZOLINA (SOLUCION OFTALMICA);15 mL;500 µg/mL;M;_;SOLUCION;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;584400020013;;0
04951;;NAFAZOLINA(SOLUCION OFTALMICA);15 mL;1 mg/ mL;M;_;SOLUCION;_;;;;;;_;_;_;1;S;4.901;5.390000;5.500000;;;;;1;N;16/08/2019;;4;5;5;X;;;;;;584400020006;;
04981;;NAPROXENO;;250 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;580200450008;;0
04982;;NAPROXENO;;500 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0.2587;0.291038;0.320000;;;;;1;N;1/11/2022;;0;0;0;X;;;;;1/11/2022;580200450003;;
04996;;NELFINAVIR (COMO MESILATO);;250 mg;M;_;TABLETA;S;1;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582400130001;;
05006;;NEOMICINA + TRIAMCINOLONA;15 g;250 mg + 100 mg/100 g;M;_;CREMA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;585401010001;;0
05008;;NEOMICINA;20 g;500 mg/100 g;M;_;CREMA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;583300540001;;0
05009;;NEOSTIGMINA METILSULFATO;1 mL;500 µg/mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0.6437;0.724163;0.800000;;;;;1;N;30/12/2019;;0;0;0;X;;;;;27/04/2019;586700010001;;
05011;;NEVIRAPINA;240 mL;50 mg/5 mL;M;P;SUSPENSION;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;S;;;;;27/04/2019;582400140005;;0
05012;;NEVIRAPINA;;200 mg;M;P;TABLETA;E;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582400140002;;0
05018;;NIFEDIPINO;;10 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0.85;0.956250;1.060000;;;;;1;N;1/11/2019;;0;0;0;X;;;;;;583100300001;;
05020;;NIFEDIPINO;;20 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;583100300003;;0
05021;;NIFEDIPINO (TABLETA DE LIBERACION MODIFICADA);;30 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0.68;0.765000;0.850000;;;;;1;N;1/06/2020;;0;0;0;X;;;;;18/12/2017;583100300002;;
05022;;NIFEDIPINO;;60 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;583100300004;;0
05040;;NIMODIPINO;50 mL;10 mg (0.2 mg/mL);M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;583000500002;;0
05044;;NIMODIPINO;;30 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0.35;0.393750;0.430000;;0;0;0;1;N;1/08/2022;;0;0;0;X;;;;;1/08/2022;583000500001;;0
05063;;NISTATINA (GOTAS);12 mL;100000 UI/mL;M;P;SUSPENSION;_;;;;;;_;_;_;1;S;3.480996;3.916121;4.350000;;;;;1;N;1/07/2022;;0;0;0;X;;;;;1/07/2022;581800090005;;
05075;;NITAZOXANIDA;;500 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;580600020001;;0
05082;;NITROFURAL;35 g;200 mg/100 g;M;P;CREMA;S;1;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;10/05/2018;583600140004;;0
05084;;NITROFURAL;50 g;200 mg/100 g;M;_;CREMA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;583600140006;;0
05085;;NITROFURAL;500 g;200 mg/100 g;M;P;CREMA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;583600140003;;0
05086;;NITROFURAL;1 L;200 mg/100 mL;M;_;SOLUCION;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;583600140005;;0
05095;;NITROFURANTOINA;100 mL;25 mg/5 mL;M;P;SUSPENSION;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;581500080004;;0
05096;;NITROFURANTOINA;120 mL;25 mg/5 mL;M;P;SUSPENSION;_;;;;;;_;_;_;1;S;25.11;28.248750;31.380000;;;;;1;N;1/08/2022;;;;;X;;;;;1/08/2022;581500080001;;
05103;;NITROFURANTOINA;;100 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0.1323;0.158760;0.160000;;;;;1;N;1/12/2019;;0;0;0;X;;;;;18/12/2017;581500080003;;
05106;;NITROGLICERINA (GLICEROLTRINITRATO);5 mL;5 mg/mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;583000400002;;
05116;;NONOXINOL-9;;168 mg;M;_;OVULO;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;585900300001;;0
05118;;NOREPINEFRINA (COMO ACIDO TARTRATO);4 mL;1 mg/mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;1.4;1.575000;1.750000;;0;0;0;1;N;30/12/2019;;0;0;0;X;;;;;16/08/2019;583000260001;;0
05119;;NORETISTERONA + VALERATO DE ESTRADIOL;1 mL;50 mg + 5 mg/mL;M;_;INYECTABLE;E;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;585900310001;;0
05121;;NORFLOXACINO;;400 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;581400140001;;
05139;;OFLOXACINO;;400 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;581400100001;;0
05141;;OLANZAPINA;;10 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0.274999;0.309373;0.340000;;;;;1;N;15/06/2020;;;;;X;;;;;;584800060001;;
05151;;OMEPRAZOL (COMO SAL SODICA);;40 mg;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;1.028;1.156500;1.280000;;0;0;0;1;N;27/06/2023;;0;0;0;X;;;;;27/04/2019;583800710003;;0
05154;;OMEPRAZOL;;20 mg;M;_;TABLETA;S;1;;;;;_;_;_;1;S;0.1;0.100000;0.100000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;;583800710007;;
05157;;ONDANSETRON (COMO CLORHIDRATO);4 mL;2 mg/mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;1.69;1.901250;2.110000;;0;0;0;1;N;29/03/2023;;0;0;0;X;;;;;29/03/2023;583800770004;;0
05161;;ONDANSETRON (COMO CLORHIDRATO);;8 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;583800770003;;0
05163;;ORCIPRENALINA;1 mL;500 ug;M;_;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;585000250002;;0
05166;;ORFENADRINA CITRATO;2 mL;30 mg/mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0.75;0.843750;0.930000;;0;0;0;1;N;1/09/2022;;;;;X;;;;;1/09/2022;586300010002;;0
05167;;ORFENADRINA CITRATO;;100 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0.34;0.382500;0.430000;;;;;1;N;1/06/2020;;0;0;0;X;;;;;31/05/2019;586300010003;;
05172;;OSELTAMIVIR;;75 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582400150001;;
05211;;OXACILINA;;1 g;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;580700140001;;
05212;;OXACILINA;;500 mg;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;580700140002;;0
05214;;OXALIPLATINO;;100 mg;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582600280001;;0
05215;;OXALIPLATINO;;50 mg;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582600280002;;0
05229;;OXIBUTININA CLORHIDRATO;;5 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;583800870002;;0
05231;;OXICODONA (TABLETA LIBERACION MODIFICADA);;10 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;E;;;;586900020002;;0
05234;;OXICODONA;;5 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;E;;;27/04/2019;586900020001;;0
05251;;OXITETRACICLINA;;500 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;S;;;;;27/04/2019;581100040002;;0
05253;;OXITOCINA;1 mL;10 UI;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0.3528;0.380000;0.400000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;;584500010002;;
05263;;PACLITAXEL;17 mL;100 mg;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582600470002;;0
05265;;PACLITAXEL;5 mL;30 mg;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582600470004;;0
05266;;PACLITAXEL;50 mL;300 mg;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582600470003;;0
05272;;PANTOPRAZOL;;40 mg;M;_;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;583800830001;;0
05281;;PARACETAMOL;10 mL;100 mg/mL;M;P;SOLUCION;_;;;;;;_;_;_;1;S;0.85995;0.945945;1.000000;;;;;1;N;16/08/2019;;1;1;1;X;;;;;18/12/2017;580200460002;;
05285;;PARACETAMOL;15 mL;100 mg/mL;M;P;SOLUCION;_;;;;;;_;_;_;1;S;1.68;1.890000;2.100000;;0;0;0;1;N;1/09/2019;;0;0;0;X;;;;;27/04/2019;580200460003;;0
05297;;PARACETAMOL;120 mL;120 mg/5 mL;M;P;JARABE;_;;;;;;_;_;_;1;S;2.76;3.105000;3.400000;;;;;1;N;16/08/2019;;1;1;1;X;;;;;18/12/2017;580200460005;;
05309;;PARACETAMOL;60 mL;120 mg/5 mL;M;P;JARABE;_;;;;;;_;_;_;1;S;1.25256;1.409130;1.500000;;;;;1;N;1/07/2020;;0;0;0;X;;;;;18/12/2017;580200460006;;
05316;;PARACETAMOL;60 mL;125 mg/5 mL;M;_;JARABE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;580200460008;;0
05335;;PARACETAMOL;;500 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0.018;0.019000;0.020000;;;;;1;N;5/09/2022;;;;;X;;;;;5/09/2022;580200460011;;
05337;;CLONIXINATO DE LISINA + PARGEVERINA;2 mL;100 mg + 15 mg;M;_;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;585701550004;;0
05338;;PARGEVERINA;1 mL;5 mg;M;_;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;583800020005;;0
05342;;PAROXETINA;;20 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;P;;;;584900400001;;
05354;;PENICILAMINA;;250 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;580400180001;;0
05378;;PERMETRINA;60 mL;1 g/100 mL;M;_;CHAMPU;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;583300960006;;0
05381;;PERMETRINA;12 g;1 g/100 g;M;_;CREMA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;583300960015;;0
05384;;PERMETRINA;60 g;5 g/100 g (5 %);M;P;CREMA;_;;;;;;_;_;_;1;S;11.372992;12.794616;14.210000;;;;;1;N;1/12/2022;;0;0;0;X;;;;;1/12/2022;583300960010;;
05408;;PETIDINA CLORHIDRATO;2 mL;50 mg/mL;M;P;INYECTABLE;S;1;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;X;;E;;;27/04/2019;586900040001;;
05410;;PETROLATO LIQUIDO + PICOSULFATO SODICO;240 mL;28.22 mg + 33.34 mg/100 mL;M;_;EMULSION;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;585701390002;;0
05413;;PICOSULFATO SODICO;10 mL;10 mg/ mL;M;_;SOLUCION;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;S;;;;;27/04/2019;583800790004;;0
05427;;PICOSULFATO SODICO;;5 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;583800790005;;0
05431;;PILOCARPINA CLORHIDRATO(SOLUCION OFTALMICA);10 mL;20 mg/mL;M;P;SOLUCION;_;;;;;;_;_;_;1;S;29.44;33.120000;36.800000;;0;0;0;1;N;9/06/2020;;0;0;0;X;;;;;;584400620001;;0
05443;;PIPERACILINA + TAZOBACTAM;;4 g + 500 mg;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;580700050001;;0
05471;;PIRANTEL;15 mL;250 mg/5 mL;M;_;SUSPENSION;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;580600070002;;0
05475;;PIRAZINAMIDA;;500 mg;M;P;TABLETA;E;;;;;;_;_;_;1;S;0.1753;0.197213;0.220000;;;;;1;N;1/07/2022;;0;0;0;X;;;;;1/07/2022;581700070006;;
05487;;PIRIDOXINA CLORHIDRATO;3 mL;100 mg/mL;M;_;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;585200180007;;
05488;;PIRIDOXINA CLORHIDRATO;;100 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;585200180011;;0
05489;;PIRIDOXINA CLORHIDRATO;;25 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;585200180008;;0
05490;;PIRIDOXINA CLORHIDRATO;;300 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;585200180006;;0
05491;;PIRIDOXINA CLORHIDRATO;;50 mg;M;P;TABLETA;E;;;;;;_;_;_;1;S;0.0286;0.032175;0.035000;;;;;1;N;1/07/2022;;0;0;0;X;;;;;1/07/2022;585200180009;;
05492;;PIRIMETAMINA + SULFADOXINA;;25 mg + 500 mg;M;P;TABLETA;E;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582100110001;;0
05507;;PIROXICAM;1 mL;20 mg;M;_;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;580200320008;;0
05511;;PIROXICAM;;20 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;580200320004;;0
05519;;POLICRESULENO;;90 mg;M;_;OVULO;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;585900450001;;0
05520;;POLIGELINA;500 mL;3.5 g/100 mL (3.5 %);M;P;INYECTABLE;_;;;;;;_;_;_;1;S;32.8;36.900000;41.000000;;;;;1;N;1/09/2019;;0;0;0;X;;;;;;582900030004;;
05523;;MULTIVITAMINICOS Y OTROS MINERALES INCL. COMBINACIONES;200 mL;;M;_;SOLUCION;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;585701010052;;0
05528;;MULTIVITAMINICOS;5 mL;;M;_;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;585700010005;;
05530;;MULTIVITAMINICOS;100 mL;;M;_;JARABE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;585700010027;;0
05540;;MULTIVITAMINICOS;360 mL;;M;_;JARABE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;585700010021;;0
05544;;MULTIVITAMINICOS;;;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;585700010001;;0
05549;;POTASIO CLORURO;10 mL;14.9 g/100 mL;M;_;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;585100090005;;
05551;;POTASIO CLORURO;10 mL;20 g/100 mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0.226886;0.249575;0.250000;;;;;1;N;16/08/2019;;0;1;1;X;;;;;18/12/2017;585100090002;;
05552;;POTASIO CLORURO;20 mL;20 g/100 mL;M;_;INYECTABLE;_;;;;;;_;_;_;1;S;;;;;;;;1;N;16/08/2019;;;;;X;;;;;;585100090004;;
05568;;PRAZICUANTEL;;150 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;580600060001;;0
05569;;PRAZICUANTEL;;600 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;580600060003;;0
05578;;PREDNISOLONA (SUSPENSION OFTALMICA);5 mL;10 mg/mL;M;P;SUSPENSION;_;;;;;;_;_;_;1;S;3.31926;3.730000;4.000000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;;584400690003;;
05586;;PREDNISONA;120 mL;5 mg/5 mL;M;P;JARABE;_;;;;;;_;_;_;1;S;4.998707;5.253545;5.500000;;;;;1;N;1/07/2020;;0;0;0;X;;;;;18/12/2017;587100070005;;
05588;;PREDNISONA;;20 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0.108095;0.129714;0.130000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;18/12/2017;587100070009;;
05589;;PREDNISONA;;5 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0.041402;0.046577;0.050000;;;;;1;N;1/07/2020;;0;0;0;X;;;;;18/12/2017;587100070001;;
05590;;PREDNISONA;;50 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0.171275;0.192690;0.200000;;;;;1;N;1/07/2020;;0;0;0;X;;;;;18/12/2017;587100070003;;
05595;;SALES DE REHIDRATACION ORAL;27.9 g;;M;_;POLVO;S;1;;;;;_;_;_;1;S;0.395;0.444000;0.500000;;;;;1;N;16/08/2019;;0;0;1;X;;;;;10/05/2018;585100130001;;
05597;;FORMULACIONES DE SALES DE REHIDRATACION ORAL;500 mL;;M;_;SOLUCION;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;585100130003;;0
05598;;SOLUCION POLIELECTROLITICA;1 L;;M;P;SOLUCION;_;;;;;;_;_;_;1;S;2.59336;2.917530;3.200000;;;;;1;N;1/05/2020;;0;0;0;X;;;;;18/12/2017;585100040008;;
05599;;PRIMAQUINA FOSFATO;;15 mg;M;P;TABLETA;E;;;;;;_;_;_;1;S;0.058662;0.065995;0.070000;;;;;1;N;1/07/2022;;0.449758;0.505978;0.562;X;;;;;1/07/2022;582100090003;;
05601;;PRIMAQUINA FOSFATO;;7.5 mg;M;P;TABLETA;E;;;;;;_;_;_;1;S;0.035848;0.039329;0.040000;;;;;1;N;1/08/2022;;0;0;0;X;;;;;1/08/2022;582100090001;;
05616;;PROPAFENONA CLORHIDRATO;;150 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;583000290001;;0
05626;;PROPOFOL;20 mL;10 mg/mL (1 %);M;P;INYECTABLE;_;;;;;;_;_;_;1;S;4.632774;5.211871;5.790000;;0;0;0;1;N;30/12/2019;;0;0;0;X;;;;;16/08/2019;580100080004;;0
05627;;PROPOFOL;50 mL;10 mg/mL (1 %);M;_;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;580100080001;;
05634;;PROPRANOLOL CLORHIDRATO;;40 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0.09;0.100000;0.110000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;31/05/2019;583000460001;;0
05636;;PROTAMINA SULFATO;5 mL;10 mg/mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;580400210001;;0
05638;;PROXIMETACAINA (SOLUCION OFTALMICA);15 mL;5 mg/mL;M;P;SOLUCION;_;;;;;;_;_;_;1;S;9.999;10.599000;12.400000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;584400240006;;0
05646;;QUETIAPINA;;200 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0.64659;0.727413;0.810000;;;;;1;N;15/06/2020;;;;;X;;;;;;584800080003;;
05651;;QUININA DICLORHIDRATO;2 mL;300 mg/mL;M;P;INYECTABLE;E;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582100100004;;
05652;;QUININA SULFATO DIHIDRATO;;300 mg;M;P;TABLETA;E;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582100100005;;
